"","Chrom","pOXA-48","pKP112","pOXA-48_30715","pOXA-48_k8"
"221","Desulfococcus_oleovorans_Hxd3_",34,34,0,0
"2134","Desulfococcus_oleovorans_Hxd3_",34,34,0,0
"1146","Desulfohalobium_retbaense_DSM_5692_",25,25,0,0
"3059","Desulfohalobium_retbaense_DSM_5692_",25,25,0,0
"1739","Desulfomonile_tiedjei_DSM_6799_",37,37,0,21
"3652","Desulfomonile_tiedjei_DSM_6799_",37,37,0,21
"1342","Desulfonatronospira_thiodismutans_ASO3-1_",35,35,0,0
"3255","Desulfonatronospira_thiodismutans_ASO3-1_",35,35,0,0
"1586","Desulfosporosinus_acidiphilus_SJ4_",35,35,0,0
"3499","Desulfosporosinus_acidiphilus_SJ4_",35,35,0,0
"1895","Desulfosporosinus_meridiei_DSM_13257_",50,50,0,19
"3808","Desulfosporosinus_meridiei_DSM_13257_",50,50,0,19
"1896","Desulfosporosinus_orientis_DSM_765_",63,63,0,0
"3809","Desulfosporosinus_orientis_DSM_765_",63,63,0,0
"1897","Desulfosporosinus_youngiae_DSM_17734_",52,52,0,0
"3810","Desulfosporosinus_youngiae_DSM_17734_",52,52,0,0
"1147","Desulfotomaculum_acetoxidans_DSM_771_",24,24,0,16
"3060","Desulfotomaculum_acetoxidans_DSM_771_",24,24,0,16
"1890","Desulfotomaculum_gibsoniae_DSM_7213_",47,47,0,9
"3803","Desulfotomaculum_gibsoniae_DSM_7213_",47,47,0,9
"1858","Desulfotomaculum_kuznetsovii_DSM_6115_",0,0,0,24
"3771","Desulfotomaculum_kuznetsovii_DSM_6115_",0,0,0,24
"762","Desulfotomaculum_reducens_MI-1_",33,33,0,9
"2675","Desulfotomaculum_reducens_MI-1_",33,33,0,9
"1704","Desulfotomaculum_ruminis_DSM_2154_",31,31,0,13
"3617","Desulfotomaculum_ruminis_DSM_2154_",31,31,0,13
"1570","Desulfovibrio_aespoeensis_Aspo-2_",34,34,0,0
"3483","Desulfovibrio_aespoeensis_Aspo-2_",34,34,0,0
"1694","Desulfovibrio_africanus_str._Walvis_Bay_",32,32,0,0
"3607","Desulfovibrio_africanus_str._Walvis_Bay_",32,32,0,0
"1564","Desulfovibrio_desulfuricans_ND132_",40,40,0,30
"3477","Desulfovibrio_desulfuricans_ND132_",40,40,0,30
"1231","Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774_",21,21,0,0
"3144","Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774_",21,21,0,0
"1482","Desulfovibrio_fructosivorans_JJ_",41,41,0,22
"3395","Desulfovibrio_fructosivorans_JJ_",41,41,0,22
"1401","Desulfovibrio_magneticus_RS-1_",95,186,64,80
"3314","Desulfovibrio_magneticus_RS-1_",95,186,64,80
"953","Desulfovibrio_piger_ATCC_29098_",0,0,0,19
"2866","Desulfovibrio_piger_ATCC_29098_",0,0,0,19
"1259","Desulfovibrio_salexigens_DSM_2638_",97,97,0,21
"3172","Desulfovibrio_salexigens_DSM_2638_",97,97,0,21
"1632","Desulfovibrio_sp._6_1_46AFAA_",30,30,0,0
"3545","Desulfovibrio_sp._6_1_46AFAA_",30,30,0,0
"1581","Desulfovibrio_sp._FW1012B_",33,33,0,24
"3494","Desulfovibrio_sp._FW1012B_",33,33,0,24
"1483","Desulfovibrio_sp._U5L_",37,37,0,22
"3396","Desulfovibrio_sp._U5L_",37,37,0,22
"21","Desulfovibrio_vulgaris_str._'Miyazaki_F'_",28,28,0,0
"1934","Desulfovibrio_vulgaris_str._'Miyazaki_F'_",28,28,0,0
"20","Desulfovibrio_vulgaris_str._Hildenborough_",112,118,122,122
"1933","Desulfovibrio_vulgaris_str._Hildenborough_",112,118,122,122
"1603","Desulfurispirillum_indicum_S5_",24,24,0,0
"3516","Desulfurispirillum_indicum_S5_",24,24,0,0
"1457","Desulfurivibrio_alkaliphilus_AHT2_",27,27,0,11
"3370","Desulfurivibrio_alkaliphilus_AHT2_",27,27,0,11
"1338","Dethiobacter_alkaliphilus_AHT_1_",21,21,0,12
"3251","Dethiobacter_alkaliphilus_AHT_1_",21,21,0,12
"462","Dichelobacter_nodosus_VCS1703A_",0,0,0,27
"2375","Dichelobacter_nodosus_VCS1703A_",0,0,0,27
"346","Dickeya_dadantii_3937_",113,101,65,102
"2259","Dickeya_dadantii_3937_",113,101,65,102
"1459","Dickeya_dadantii_Ech586_",31,31,0,36
"3372","Dickeya_dadantii_Ech586_",31,31,0,36
"1423","Dickeya_dadantii_Ech703_",33,33,0,11
"3336","Dickeya_dadantii_Ech703_",33,33,0,11
"1359","Dickeya_zeae_Ech1591_",31,31,0,14
"3272","Dickeya_zeae_Ech1591_",31,31,0,14
"614","Dictyoglomus_thermophilum_H-6-12_",0,0,0,34
"2527","Dictyoglomus_thermophilum_H-6-12_",0,0,0,34
"923","Dinoroseobacter_shibae_DFL_12_=_DSM_16493_",128,144,58,70
"2836","Dinoroseobacter_shibae_DFL_12_=_DSM_16493_",128,144,58,70
"625","Dokdonia_sp._MED134_",48,48,55,36
"2538","Dokdonia_sp._MED134_",48,48,55,36
"1793","Dorea_formicigenerans_4_6_53AFAA_",65,65,0,0
"3706","Dorea_formicigenerans_4_6_53AFAA_",65,65,0,0
"950","Dorea_formicigenerans_ATCC_27755_",81,81,0,27
"2863","Dorea_formicigenerans_ATCC_27755_",81,81,0,27
"951","Dorea_longicatena_DSM_13814_",43,43,0,0
"2864","Dorea_longicatena_DSM_13814_",43,43,0,0
"1109","Dyadobacter_fermentans_DSM_18053_",23,23,0,0
"3022","Dyadobacter_fermentans_DSM_18053_",23,23,0,0
"1211","Ectothiorhodospira_sp._PHS-1_",32,32,0,19
"3124","Ectothiorhodospira_sp._PHS-1_",32,32,0,19
"1644","Edwardsiella_tarda_ATCC_15947_=_NBRC_105688_",113,117,71,86
"3557","Edwardsiella_tarda_ATCC_15947_=_NBRC_105688_",113,117,71,86
"1133","Eggerthella_lenta_DSM_2243_",116,116,0,0
"3046","Eggerthella_lenta_DSM_2243_",116,116,0,0
"1181","Eggerthella_sp._YY7918_",113,113,53,53
"3094","Eggerthella_sp._YY7918_",113,113,53,53
"367","Ehrlichia_chaffeensis_str._Arkansas_",36,36,36,45
"2280","Ehrlichia_chaffeensis_str._Arkansas_",36,36,36,45
"476","Ehrlichia_ruminantium_str._Welgevonden_",58,58,35,40
"2389","Ehrlichia_ruminantium_str._Welgevonden_",58,58,35,40
"1304","Eikenella_corrodens_ATCC_23834_",82,82,49,75
"3217","Eikenella_corrodens_ATCC_23834_",82,82,49,75
"306","Elizabethkingia_miricola_",45,45,18,18
"2219","Elizabethkingia_miricola_",45,45,18,18
"607","Endozoicomonas_elysicola_",0,0,0,14
"2520","Endozoicomonas_elysicola_",0,0,0,14
"1331","Enhydrobacter_aerosaccus_SK60_",0,45,0,27
"3244","Enhydrobacter_aerosaccus_SK60_",0,45,0,27
"1557","Enterobacter_asburiae_LF7a_",34,34,0,32
"3470","Enterobacter_asburiae_LF7a_",34,34,0,32
"1763","Enterobacter_cloacae_subsp._cloacae_ATCC_13047_",95,124,70,95
"3676","Enterobacter_cloacae_subsp._cloacae_ATCC_13047_",95,124,70,95
"1726","Enterobacter_lignolyticus_SCF1_",33,33,0,33
"3639","Enterobacter_lignolyticus_SCF1_",33,33,0,33
"928","Enterobacter_sp._638_",35,35,0,17
"2841","Enterobacter_sp._638_",35,35,0,17
"1695","Enterobacteriaceae_bacterium_strain_FGI_57_",36,36,0,34
"3608","Enterobacteriaceae_bacterium_strain_FGI_57_",36,36,0,34
"1378","Enterococcus_casseliflavus_EC20_",0,0,0,33
"3291","Enterococcus_casseliflavus_EC20_",0,0,0,33
"412","Enterococcus_faecalis_V583_",26,26,0,19
"2325","Enterococcus_faecalis_V583_",26,26,0,19
"1377","Enterococcus_gallinarum_EG2_",0,0,0,55
"3290","Enterococcus_gallinarum_EG2_",0,0,0,55
"1892","Enterococcus_hirae_ATCC_9790_",0,0,0,29
"3805","Enterococcus_hirae_ATCC_9790_",0,0,0,29
"1629","Erwinia_amylovora_CFBP1430_",117,127,84,134
"3542","Erwinia_amylovora_CFBP1430_",117,127,84,134
"1536","Erwinia_billingiae_Eb661_",93,46,21,98
"3449","Erwinia_billingiae_Eb661_",93,46,21,98
"1535","Erwinia_pyrifoliae_Ep1-96_",132,98,72,150
"3448","Erwinia_pyrifoliae_Ep1-96_",132,98,72,150
"1082","Erwinia_tasmaniensis_Et1-99_",161,118,88,161
"2995","Erwinia_tasmaniensis_Et1-99_",161,118,88,161
"814","Erwinia_typographi_",35,35,0,28
"2727","Erwinia_typographi_",35,35,0,28
"1599","Erysipelothrix_rhusiopathiae_str._Fujisawa_",0,21,15,36
"3512","Erysipelothrix_rhusiopathiae_str._Fujisawa_",0,21,15,36
"636","Erythrobacter_litoralis_HTCC2594_",22,22,0,0
"2549","Erythrobacter_litoralis_HTCC2594_",22,22,0,0
"23","Erythrobacter_longus_",16,16,0,0
"1936","Erythrobacter_longus_",16,16,0,0
"841","Erythrobacter_sp._JL475_",19,19,0,0
"2754","Erythrobacter_sp._JL475_",19,19,0,0
"1180","Escherichia_albertii_TW07627_",41,31,0,38
"3093","Escherichia_albertii_TW07627_",41,31,0,38
"800","Escherichia_coli_536_",44,44,20,37
"2713","Escherichia_coli_536_",44,44,20,37
"1135","Escherichia_coli_ATCC_8739_",43,49,23,52
"3048","Escherichia_coli_ATCC_8739_",43,49,23,52
"1090","Escherichia_coli_BL21",126,92,73,116
"3003","Escherichia_coli_BL21",126,92,73,116
"348","Escherichia_coli_CFT073_",103,102,71,113
"2261","Escherichia_coli_CFT073_",103,102,71,113
"274","Escherichia_coli_O157:H7_str._EDL933_",99,67,21,116
"2187","Escherichia_coli_O157:H7_str._EDL933_",99,67,21,116
"1193","Escherichia_coli_str._K-12_substr._MG1655_",154,122,117,195
"3106","Escherichia_coli_str._K-12_substr._MG1655_",154,122,117,195
"952","Eubacterium_ventriosum_ATCC_27560_",28,28,0,45
"2865","Eubacterium_ventriosum_ATCC_27560_",28,28,0,45
"490","Exiguobacterium_sibiricum_255-15_",0,0,0,21
"2403","Exiguobacterium_sibiricum_255-15_",0,0,0,21
"797","Exiguobacterium_sp._AT1b_",0,0,0,28
"2710","Exiguobacterium_sp._AT1b_",0,0,0,28
"1824","Faecalibacterium_cf._prausnitzii_KLE1255_",12,12,0,0
"3737","Faecalibacterium_cf._prausnitzii_KLE1255_",12,12,0,0
"966","Faecalibacterium_prausnitzii_A2-165_",17,17,0,0
"2879","Faecalibacterium_prausnitzii_A2-165_",17,17,0,0
"1315","Ferrimonas_balearica_DSM_9799_",30,30,0,20
"3228","Ferrimonas_balearica_DSM_9799_",30,30,0,20
"135","Fibrobacter_succinogenes_subsp._succinogenes_S85_",49,49,49,49
"2048","Fibrobacter_succinogenes_subsp._succinogenes_S85_",49,49,49,49
"730","Finegoldia_magna_ATCC_29328_",90,90,0,0
"2643","Finegoldia_magna_ATCC_29328_",90,90,0,0
"1243","Finegoldia_magna_ATCC_53516_",99,99,0,29
"3156","Finegoldia_magna_ATCC_53516_",99,99,0,29
"22","Flavobacterium_hydatis_",21,21,0,0
"1935","Flavobacterium_hydatis_",21,21,0,0
"823","Flavobacterium_johnsoniae_UW101_",18,18,0,0
"2736","Flavobacterium_johnsoniae_UW101_",18,18,0,0
"934","Flavobacterium_psychrophilum_JIP02-86_",57,57,73,63
"2847","Flavobacterium_psychrophilum_JIP02-86_",57,57,73,63
"799","Flavobacterium_reichenbachii_",21,21,0,0
"2712","Flavobacterium_reichenbachii_",21,21,0,0
"1766","Flexistipes_sinusarabici_DSM_4947_",31,31,0,0
"3679","Flexistipes_sinusarabici_DSM_4947_",31,31,0,0
"1662","Francisella_cf._tularensis_subsp._novicida_3523_",0,0,0,19
"3575","Francisella_cf._tularensis_subsp._novicida_3523_",0,0,0,19
"1143","Francisella_philomiragia_subsp._philomiragia_ATCC_25017_",0,0,0,31
"3056","Francisella_philomiragia_subsp._philomiragia_ATCC_25017_",0,0,0,31
"1403","Francisella_sp._TX077308_",0,0,0,19
"3316","Francisella_sp._TX077308_",0,0,0,19
"822","Francisella_tularensis_subsp._holarctica_LVS_",46,46,46,70
"2735","Francisella_tularensis_subsp._holarctica_LVS_",46,46,46,70
"312","Francisella_tularensis_subsp._tularensis_SCHU_S4_",82,77,47,71
"2225","Francisella_tularensis_subsp._tularensis_SCHU_S4_",82,77,47,71
"712","Frankia_alni_ACN14a_",34,34,0,11
"2625","Frankia_alni_ACN14a_",34,34,0,11
"1745","Frankia_sp._QA3_",0,0,0,14
"3658","Frankia_sp._QA3_",0,0,0,14
"638","Fulvimarina_pelagi_HTCC2506_",24,24,0,34
"2551","Fulvimarina_pelagi_HTCC2506_",24,24,0,34
"1102","Fusobacterium_mortiferum_ATCC_9817_",30,30,0,0
"3015","Fusobacterium_mortiferum_ATCC_9817_",30,30,0,0
"1345","Fusobacterium_necrophorum_D12_",27,27,0,13
"3258","Fusobacterium_necrophorum_D12_",27,27,0,13
"328","Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586_",39,39,39,39
"2241","Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586_",39,39,39,39
"892","Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953_",61,80,45,45
"2805","Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953_",61,80,45,45
"1305","Fusobacterium_periodonticum_ATCC_33693_",0,0,14,14
"3218","Fusobacterium_periodonticum_ATCC_33693_",0,0,14,14
"1103","Fusobacterium_ulcerans_ATCC_49185_",48,48,0,0
"3016","Fusobacterium_ulcerans_ATCC_49185_",48,48,0,0
"1104","Fusobacterium_varium_ATCC_27725_",39,39,0,13
"3017","Fusobacterium_varium_ATCC_27725_",39,39,0,13
"1340","Galbibacter_marinus_",23,92,0,0
"3253","Galbibacter_marinus_",23,92,0,0
"1818","Gallaecimonas_xiamenensis_3-C-1_",0,0,0,26
"3731","Gallaecimonas_xiamenensis_3-C-1_",0,0,0,26
"273","Gallibacterium_genomosp._1_",27,27,0,18
"2186","Gallibacterium_genomosp._1_",27,27,0,18
"900","Gallionella_capsiferriformans_ES-2_",0,14,0,21
"2813","Gallionella_capsiferriformans_ES-2_",0,14,0,21
"199","gamma_proteobacterium_HdN1_",223,247,69,86
"2112","gamma_proteobacterium_HdN1_",223,247,69,86
"653","gamma_proteobacterium_HTCC2207_",21,21,0,0
"2566","gamma_proteobacterium_HTCC2207_",21,21,0,0
"880","gamma_proteobacterium_HTCC5015_",30,49,11,28
"2793","gamma_proteobacterium_HTCC5015_",30,49,11,28
"1381","gamma_proteobacterium_NOR5-3_",51,168,0,36
"3294","gamma_proteobacterium_NOR5-3_",51,168,0,36
"1301","Gemella_haemolysans_ATCC_10379_",40,83,40,40
"3214","Gemella_haemolysans_ATCC_10379_",40,83,40,40
"828","Gemmatimonas_aurantiaca_T-27_",39,47,0,11
"2741","Gemmatimonas_aurantiaca_T-27_",39,47,0,11
"430","Geobacillus_kaustophilus_HTA426_",42,42,0,54
"2343","Geobacillus_kaustophilus_HTA426_",42,42,0,54
"1106","Geobacillus_sp._WCH70_",27,27,0,28
"3019","Geobacillus_sp._WCH70_",27,27,0,28
"983","Geobacillus_thermodenitrificans_NG80-2_",52,59,0,27
"2896","Geobacillus_thermodenitrificans_NG80-2_",52,59,0,27
"1538","Geobacillus_thermoglucosidasius_C56-YS93_",32,32,0,24
"3451","Geobacillus_thermoglucosidasius_C56-YS93_",32,32,0,24
"939","Geobacter_bemidjiensis_Bem_",181,181,99,116
"2852","Geobacter_bemidjiensis_Bem_",181,181,99,116
"668","Geobacter_daltonii_FRC-32_",142,142,82,97
"2581","Geobacter_daltonii_FRC-32_",142,142,82,97
"925","Geobacter_lovleyi_SZ_",0,0,0,18
"2838","Geobacter_lovleyi_SZ_",0,0,0,18
"526","Geobacter_metallireducens_GS-15_",135,135,88,104
"2439","Geobacter_metallireducens_GS-15_",135,135,88,104
"1025","Geobacter_sp._M18_",0,0,0,17
"2938","Geobacter_sp._M18_",0,0,0,17
"1026","Geobacter_sp._M21_",0,0,0,23
"2939","Geobacter_sp._M21_",0,0,0,23
"448","Geobacter_sulfurreducens_PCA_",98,98,0,17
"2361","Geobacter_sulfurreducens_PCA_",98,98,0,17
"1261","Geodermatophilus_obscurus_DSM_43160_",0,0,0,9
"3174","Geodermatophilus_obscurus_DSM_43160_",0,0,0,9
"1161","Glaciecola_arctica_BSs20135_",112,152,71,101
"3074","Glaciecola_arctica_BSs20135_",112,152,71,101
"232","Gloeocapsa_sp._PCC_73106_",22,22,0,0
"2145","Gloeocapsa_sp._PCC_73106_",22,22,0,0
"536","Gluconacetobacter_diazotrophicus_PA1_5_",121,184,54,126
"2449","Gluconacetobacter_diazotrophicus_PA1_5_",121,184,54,126
"586","Gluconobacter_oxydans_621H_",96,96,31,0
"2499","Gluconobacter_oxydans_621H_",96,96,31,0
"1262","Gordonia_bronchialis_DSM_43247_",27,27,0,18
"3175","Gordonia_bronchialis_DSM_43247_",27,27,0,18
"1578","Gordonia_neofelifaecis_NRRL_B-59395_",20,20,0,14
"3491","Gordonia_neofelifaecis_NRRL_B-59395_",20,20,0,14
"739","Gordonia_sp._KTR9_",28,28,0,21
"2652","Gordonia_sp._KTR9_",28,28,0,21
"58","Gordonia_terrae_",106,170,69,84
"1971","Gordonia_terrae_",106,170,69,84
"947","Gramella_forsetii_KT0803_",36,70,0,5
"2860","Gramella_forsetii_KT0803_",36,70,0,5
"868","Granulibacter_bethesdensis_CGDNIH1_",21,21,0,0
"2781","Granulibacter_bethesdensis_CGDNIH1_",21,21,0,0
"1546","Granulicatella_adiacens_ATCC_49175_",111,111,76,112
"3459","Granulicatella_adiacens_ATCC_49175_",111,111,76,112
"1511","Granulicatella_elegans_ATCC_700633_",0,35,0,30
"3424","Granulicatella_elegans_ATCC_700633_",0,35,0,30
"1676","Granulicella_mallensis_MP5ACTX8_",19,19,0,0
"3589","Granulicella_mallensis_MP5ACTX8_",19,19,0,0
"1656","Grimontia_hollisae_CIP_101886_",31,31,0,24
"3569","Grimontia_hollisae_CIP_101886_",31,31,0,24
"336","Haematobacter_massiliensis_",29,29,0,0
"2249","Haematobacter_massiliensis_",29,29,0,0
"424","Haemophilus_ducreyi_35000HP_",27,49,27,63
"2337","Haemophilus_ducreyi_35000HP_",27,49,27,63
"179","Haemophilus_influenzae_Rd_KW20_",72,72,45,77
"2092","Haemophilus_influenzae_Rd_KW20_",72,72,45,77
"365","Haemophilus_somnus_129PT_",29,29,0,16
"2278","Haemophilus_somnus_129PT_",29,29,0,16
"766","Hahella_chejuensis_KCTC_2396_",73,73,0,25
"2679","Hahella_chejuensis_KCTC_2396_",73,73,0,25
"1609","Halanaerobium_hydrogeniformans_",23,23,0,0
"3522","Halanaerobium_hydrogeniformans_",23,23,0,0
"1179","Haliangium_ochraceum_DSM_14365_",21,21,0,22
"3092","Haliangium_ochraceum_DSM_14365_",21,21,0,22
"1857","Haliscomenobacter_hydrossis_DSM_1100_",25,25,0,0
"3770","Haliscomenobacter_hydrossis_DSM_1100_",25,25,0,0
"440","Halobacillus_dabanensis_",132,132,82,84
"2353","Halobacillus_dabanensis_",132,132,82,84
"1827","Halobacteroides_halobius_DSM_5150_",23,23,0,0
"3740","Halobacteroides_halobius_DSM_5150_",23,23,0,0
"1891","Halomonas_elongata_DSM_2581_",195,167,12,34
"3804","Halomonas_elongata_DSM_2581_",195,167,12,34
"110","Halomonas_salina_",24,24,0,23
"2023","Halomonas_salina_",24,24,0,23
"761","Halorhodospira_halophila_SL1_",28,28,0,0
"2674","Halorhodospira_halophila_SL1_",28,28,0,0
"148","Halothece_sp._PCC_7418_",21,21,0,0
"2061","Halothece_sp._PCC_7418_",21,21,0,0
"1341","Halothiobacillus_neapolitanus_c2_",29,61,0,19
"3254","Halothiobacillus_neapolitanus_c2_",29,61,0,19
"838","Helicobacter_acinonychis_str._Sheeba_",84,84,51,67
"2751","Helicobacter_acinonychis_str._Sheeba_",84,84,51,67
"1280","Helicobacter_canadensis_MIT_98-5491_",70,70,49,73
"3193","Helicobacter_canadensis_MIT_98-5491_",70,70,49,73
"320","Helicobacter_cetorum_MIT_00-7128_",16,16,0,0
"2233","Helicobacter_cetorum_MIT_00-7128_",16,16,0,0
"1281","Helicobacter_cinaedi_CCUG_18818_",105,105,57,77
"3194","Helicobacter_cinaedi_CCUG_18818_",105,105,57,77
"429","Helicobacter_hepaticus_ATCC_51449_",106,106,44,69
"2342","Helicobacter_hepaticus_ATCC_51449_",106,106,44,69
"1671","Helicobacter_mustelae_12198_",52,52,38,54
"3584","Helicobacter_mustelae_12198_",52,52,38,54
"1282","Helicobacter_pullorum_MIT_98-5489_",34,34,0,0
"3195","Helicobacter_pullorum_MIT_98-5489_",34,34,0,0
"203","Helicobacter_pylori_26695_",121,121,57,57
"2116","Helicobacter_pylori_26695_",121,121,57,57
"204","Helicobacter_pylori_J99_",104,109,55,55
"2117","Helicobacter_pylori_J99_",104,109,55,55
"1746","Helicobacter_suis_HS1_",19,19,0,11
"3659","Helicobacter_suis_HS1_",19,19,0,11
"1346","Helicobacter_winghamensis_ATCC_BAA-430_",17,17,0,0
"3259","Helicobacter_winghamensis_ATCC_BAA-430_",17,17,0,0
"1170","Heliobacterium_modesticaldum_Ice1_",163,163,61,71
"3083","Heliobacterium_modesticaldum_Ice1_",163,163,61,71
"1849","Herbaspirillum_seropedicae_SmR1_",129,133,92,116
"3762","Herbaspirillum_seropedicae_SmR1_",129,133,92,116
"364","Herminiimonas_arsenicoxydans_",108,108,47,76
"2277","Herminiimonas_arsenicoxydans_",108,108,47,76
"670","Herpetosiphon_aurantiacus_DSM_785_",18,18,0,0
"2583","Herpetosiphon_aurantiacus_DSM_785_",18,18,0,0
"1428","Hirschia_baltica_ATCC_49814_",18,18,0,0
"3341","Hirschia_baltica_ATCC_49814_",18,18,0,0
"969","Hoeflea_phototrophica_DFL-43_",28,28,0,25
"2882","Hoeflea_phototrophica_DFL-43_",28,28,0,25
"1208","Holdemanella_biformis_DSM_3989_",34,34,0,34
"3121","Holdemanella_biformis_DSM_3989_",34,34,0,34
"1293","Holdemania_filiformis_DSM_12042_",15,15,0,15
"3206","Holdemania_filiformis_DSM_12042_",15,15,0,15
"1500","Hydrogenobacter_thermophilus_TK-6_",99,121,45,45
"3413","Hydrogenobacter_thermophilus_TK-6_",99,121,45,45
"833","Hydrogenobaculum_sp._Y04AAS1_",20,20,0,0
"2746","Hydrogenobaculum_sp._Y04AAS1_",20,20,0,0
"1649","Hyphomicrobium_denitrificans_1NES1_",22,22,0,17
"3562","Hyphomicrobium_denitrificans_1NES1_",22,22,0,17
"1431","Hyphomicrobium_denitrificans_ATCC_51888_",23,23,0,19
"3344","Hyphomicrobium_denitrificans_ATCC_51888_",23,23,0,19
"1772","Hyphomicrobium_sp._MC1_",88,79,35,49
"3685","Hyphomicrobium_sp._MC1_",88,79,35,49
"418","Hyphomonas_neptunium_ATCC_15444_",77,117,57,73
"2331","Hyphomonas_neptunium_ATCC_15444_",77,117,57,73
"565","Idiomarina_loihiensis_L2TR_",85,93,57,69
"2478","Idiomarina_loihiensis_L2TR_",85,93,57,69
"1010","Idiomarina_salinarum_",0,0,0,30
"2923","Idiomarina_salinarum_",0,0,0,30
"1778","Idiomarina_xiamenensis_10-D-4_",0,11,0,19
"3691","Idiomarina_xiamenensis_10-D-4_",0,11,0,19
"1397","Ilyobacter_polytropus_DSM_2926_",21,21,0,0
"3310","Ilyobacter_polytropus_DSM_2926_",21,21,0,0
"1038","Intestinibacter_bartlettii_DSM_16795_",30,30,0,0
"2951","Intestinibacter_bartlettii_DSM_16795_",30,30,0,0
"1751","Intrasporangium_calvum_DSM_43043_",0,0,0,12
"3664","Intrasporangium_calvum_DSM_43043_",0,0,0,12
"1802","Isoptericola_variabilis_225_",0,0,0,16
"3715","Isoptericola_variabilis_225_",0,0,0,16
"1409","Isosphaera_pallida_ATCC_43644_",17,17,0,0
"3322","Isosphaera_pallida_ATCC_43644_",17,17,0,0
"624","Janibacter_sp._HTCC2649_",0,0,0,17
"2537","Janibacter_sp._HTCC2649_",0,0,0,17
"582","Jannaschia_sp._CCS1_",29,29,0,0
"2495","Jannaschia_sp._CCS1_",29,29,0,0
"81","Janthinobacterium_lividum_",252,252,115,115
"1994","Janthinobacterium_lividum_",252,252,115,115
"820","Janthinobacterium_sp._Marseille_",36,83,0,38
"2733","Janthinobacterium_sp._Marseille_",36,83,0,38
"1111","Jonesia_denitrificans_DSM_20603_",0,0,0,16
"3024","Jonesia_denitrificans_DSM_20603_",0,0,0,16
"1584","Jonquetella_anthropi_E3_33_E1_",16,16,0,0
"3497","Jonquetella_anthropi_E3_33_E1_",16,16,0,0
"1229","Kangiella_koreensis_DSM_16069_",22,54,0,33
"3142","Kangiella_koreensis_DSM_16069_",22,54,0,33
"1850","Ketogulonicigenium_vulgare_WSH-001_",57,39,24,47
"3763","Ketogulonicigenium_vulgare_WSH-001_",57,39,24,47
"1057","Kitasatospora_setae_KM-6054_",53,53,0,0
"2970","Kitasatospora_setae_KM-6054_",53,53,0,0
"11","Klebsiella_oxytoca_",135,173,51,82
"1924","Klebsiella_oxytoca_",135,173,51,82
"12","Klebsiella_pneumoniae_",46,46,0,29
"1925","Klebsiella_pneumoniae_",46,46,0,29
"826","Kocuria_rhizophila_DC2201_",52,52,0,17
"2739","Kocuria_rhizophila_DC2201_",52,52,0,17
"1533","Komagataeibacter_medellinensis_NBRC_3288_",77,77,18,25
"3446","Komagataeibacter_medellinensis_NBRC_3288_",77,77,18,25
"270","Kozakia_baliensis_",16,16,0,0
"2183","Kozakia_baliensis_",16,16,0,0
"1131","Kribbella_flavida_DSM_17836_",26,26,0,16
"3044","Kribbella_flavida_DSM_17836_",26,26,0,16
"1145","Ktedonobacter_racemifer_DSM_44963_",25,25,0,0
"3058","Ktedonobacter_racemifer_DSM_44963_",25,25,0,0
"754","Kutzneria_sp._744_",0,0,0,17
"2667","Kutzneria_sp._744_",0,0,0,17
"1363","Kyrpidia_tusciae_DSM_2912_",0,44,0,19
"3276","Kyrpidia_tusciae_DSM_2912_",0,44,0,19
"844","Labrenzia_aggregata_IAM_12614_",28,28,0,20
"2757","Labrenzia_aggregata_IAM_12614_",28,28,0,20
"1613","Lachnospiraceae_bacterium_9_1_43BFAA_",21,21,0,0
"3526","Lachnospiraceae_bacterium_9_1_43BFAA_",21,21,0,0
"537","Lactobacillus_acidophilus_NCFM_",30,30,3,12
"2450","Lactobacillus_acidophilus_NCFM_",30,30,3,12
"1447","Lactobacillus_amylolyticus_DSM_11664_",71,69,64,79
"3360","Lactobacillus_amylolyticus_DSM_11664_",71,69,64,79
"36","Lactobacillus_animalis_",0,0,0,28
"1949","Lactobacillus_animalis_",0,0,0,28
"1244","Lactobacillus_antri_DSM_16041_",99,92,74,98
"3157","Lactobacillus_antri_DSM_16041_",99,92,74,98
"850","Lactobacillus_brevis_ATCC_367_",0,0,0,25
"2763","Lactobacillus_brevis_ATCC_367_",0,0,0,25
"1245","Lactobacillus_buchneri_ATCC_11577_",9,9,4,36
"3158","Lactobacillus_buchneri_ATCC_11577_",9,9,4,36
"1194","Lactobacillus_buchneri_NRRL_B-30929_",0,0,0,27
"3107","Lactobacillus_buchneri_NRRL_B-30929_",0,0,0,27
"1285","Lactobacillus_casei_BL23_",79,96,35,122
"3198","Lactobacillus_casei_BL23_",79,96,35,122
"1416","Lactobacillus_coleohominis_101-4-CHN_",0,0,0,28
"3329","Lactobacillus_coleohominis_101-4-CHN_",0,0,0,28
"1829","Lactobacillus_crispatus_ST1_",84,131,78,96
"3742","Lactobacillus_crispatus_ST1_",84,131,78,96
